  Time(sec)     RMS      ENVELOPE
    5.9800  0.11912E-04  0.12477E-04
    5.9900  0.10981E-04  0.12548E-04
    6.0000  0.97230E-05  0.12618E-04
    6.0100  0.82664E-05  0.12689E-04
    6.0200  0.67440E-05  0.12759E-04
    6.0300  0.52795E-05  0.12830E-04
    6.0400  0.39726E-05  0.12900E-04
    6.0500  0.28870E-05  0.12971E-04
    6.0600  0.20453E-05  0.13041E-04
    6.0700  0.14343E-05  0.13112E-04
    6.0800  0.10276E-05  0.13182E-04
    6.0900  0.83201E-06  0.13253E-04
    6.1000  0.91084E-06  0.13323E-04
    6.1100  0.12760E-05  0.13394E-04
    6.1200  0.18882E-05  0.13464E-04
    6.1300  0.27389E-05  0.13535E-04
    6.1400  0.38283E-05  0.13605E-04
    6.1500  0.51333E-05  0.13676E-04
    6.1600  0.65985E-05  0.13746E-04
    6.1700  0.81428E-05  0.13817E-04
    6.1800  0.96736E-05  0.13887E-04
    6.1900  0.11099E-04  0.13958E-04
    6.2000  0.12336E-04  0.14028E-04
    6.2100  0.13310E-04  0.14099E-04
    6.2200  0.13963E-04  0.14170E-04
    6.2300  0.14240E-04  0.14240E-04
    6.2400  0.14093E-04  0.13982E-04
    6.2500  0.13483E-04  0.13724E-04
    6.2600  0.12401E-04  0.13466E-04
    6.2700  0.10870E-04  0.13208E-04
    6.2800  0.89587E-05  0.12950E-04
    6.2900  0.67700E-05  0.12692E-04
