  Time(sec)     RMS      ENVELOPE
    5.9800  0.56592E-05  0.57471E-05
    5.9900  0.54138E-05  0.56503E-05
    6.0000  0.51859E-05  0.55535E-05
    6.0100  0.50001E-05  0.54567E-05
    6.0200  0.48298E-05  0.53599E-05
    6.0300  0.46301E-05  0.52631E-05
    6.0400  0.43667E-05  0.51663E-05
    6.0500  0.40284E-05  0.50695E-05
    6.0600  0.36206E-05  0.49727E-05
    6.0700  0.31570E-05  0.48758E-05
    6.0800  0.26752E-05  0.47790E-05
    6.0900  0.22398E-05  0.46822E-05
    6.1000  0.18990E-05  0.45854E-05
    6.1100  0.16444E-05  0.44886E-05
    6.1200  0.14292E-05  0.43918E-05
    6.1300  0.12122E-05  0.42950E-05
    6.1400  0.97929E-06  0.41982E-05
    6.1500  0.75203E-06  0.41014E-05
    6.1600  0.59055E-06  0.40046E-05
    6.1700  0.55147E-06  0.39078E-05
    6.1800  0.59580E-06  0.38110E-05
    6.1900  0.66673E-06  0.37141E-05
    6.2000  0.78933E-06  0.36173E-05
    6.2100  0.10092E-05  0.35205E-05
    6.2200  0.13220E-05  0.34237E-05
    6.2300  0.16846E-05  0.33269E-05
    6.2400  0.20447E-05  0.32301E-05
    6.2500  0.23582E-05  0.31333E-05
    6.2600  0.26032E-05  0.30365E-05
    6.2700  0.27706E-05  0.29397E-05
    6.2800  0.28429E-05  0.28429E-05
